title,category,rating,price_gbp,price_incl_tax,stock_quantity,in_stock,upc,price_range,rating_label
Girl With a Pearl Earring,Historical Fiction,1,26.77,26.77,4,Yes,5eff05e59f905a49,Médio,Péssimo
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,4,50.44,50.44,4,Yes,8fff1084aa085a13,Caro,Bom
Far From True (Promise Falls Trilogy #2),Thriller,2,34.93,34.93,4,Yes,ad15a9a139919918,Médio,Ruim
Dark Lover (Black Dagger Brotherhood #1),Romance,1,12.87,12.87,4,Yes,2b69d289279aabfd,Barato,Péssimo
Confessions of a Shopaholic (Shopaholic #1),Default,2,48.94,48.94,4,Yes,a2dc754afb69bb32,Caro,Ruim
Changing the Game (Play by Play #2),Romance,3,13.38,13.38,4,Yes,aaebac5fda798b1b,Barato,Regular
Candide,Classics,3,58.63,58.63,4,Yes,2798974abc8a58a8,Caro,Regular
Can You Keep a Secret?,Womens Fiction,1,21.94,21.94,4,Yes,0812f54c93d726ce,Médio,Péssimo
Atlas Shrugged,Fiction,5,26.58,26.58,4,Yes,78a4ac98191ac675,Médio,Excelente
Animal Farm,Classics,3,57.22,57.22,4,Yes,1451b55e5e56bb89,Caro,Regular
A Walk to Remember,Romance,1,56.43,56.43,4,Yes,aead11697d14ea36,Caro,Péssimo
A New Earth: Awakening to Your Life's Purpose,Spirituality,5,55.65,55.65,4,Yes,f6ae39568db1130e,Caro,Excelente
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,1,27.62,27.62,4,Yes,d12ca4020c2f602e,Médio,Péssimo
'Salem's Lot,Horror,4,49.56,49.56,4,Yes,6e9403f00acd6752,Caro,Bom
Zero History (Blue Ant #3),Default,1,34.77,34.77,3,Yes,634b7165c96ebb9f,Médio,Péssimo
Wuthering Heights,Classics,3,17.73,17.73,3,Yes,5a7ff9aaa3168878,Barato,Regular
World War Z: An Oral History of the Zombie War,Default,1,21.8,21.8,3,Yes,5d55202da0252627,Médio,Péssimo
Wild: From Lost to Found on the Pacific Crest Trail,Default,3,46.02,46.02,3,Yes,d30b9215c72cca87,Caro,Regular
"Where'd You Go, Bernadette",Default,1,18.13,18.13,3,Yes,07bb35158d9dd3d2,Barato,Péssimo
When You Are Engulfed in Flames,Humor,5,30.89,30.89,3,Yes,dab0196cd5fc8e5e,Médio,Excelente
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,3,31.95,31.95,3,Yes,06bab964fd536971,Médio,Regular
We Are All Completely Beside Ourselves,Contemporary,1,24.04,24.04,3,Yes,be3db344a845580b,Médio,Péssimo
Walk the Edge (Thunder Road #2),Young Adult,3,32.36,32.36,3,Yes,0e4e2d31c2fb3aad,Médio,Regular
Voyager (Outlander #3),Historical Fiction,5,21.07,21.07,3,Yes,7feac4000cbc5859,Médio,Excelente
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,3,50.66,50.66,3,Yes,52aa3d79b1cee455,Caro,Regular
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,2,13.66,13.66,3,Yes,4672d10b9b1e7a05,Barato,Ruim
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,1,58.09,58.09,3,Yes,b830685072fa871f,Caro,Péssimo
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,1,30.0,30.0,3,Yes,599a4f98bb193368,Médio,Péssimo
Two Boys Kissing,Young Adult,2,32.74,32.74,3,Yes,61bc8167c9680283,Médio,Ruim
Twilight (Twilight #1),Default,2,41.93,41.93,3,Yes,b53078de0147f6bf,Caro,Ruim
Twenties Girl,Womens Fiction,2,42.8,42.8,3,Yes,8ebad30219b8679c,Caro,Ruim
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,1,53.51,53.51,3,Yes,2173a2ce35f6ace1,Caro,Péssimo
Three-Martini Lunch,Fiction,3,23.21,23.21,3,Yes,57f755143ee96fd4,Médio,Regular
"Thinking, Fast and Slow",Psychology,1,21.14,21.14,3,Yes,719d72f3ee512dc6,Médio,Péssimo
The Wild Robot,Childrens,3,56.07,56.07,3,Yes,75fed6a47f69859d,Caro,Regular
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,3,14.41,14.41,3,Yes,a33ed2e6068df53e,Barato,Regular
The Undomestic Goddess,Womens Fiction,4,45.75,45.75,3,Yes,813cff2aefa5d1f0,Caro,Bom
The Travelers,Thriller,1,15.77,15.77,3,Yes,2b685187f55c5d31,Barato,Péssimo
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,2,10.02,10.02,3,Yes,224fa77d4b248046,Barato,Ruim
The Thing About Jellyfish,Childrens,1,48.77,48.77,3,Yes,3d15714d4d3d15dd,Caro,Péssimo
The Stand,Horror,2,57.86,57.86,3,Yes,49f24193f0b961e6,Caro,Ruim
The Smitten Kitchen Cookbook,Food and Drink,1,23.59,23.59,3,Yes,742702d662a71410,Médio,Péssimo
The Silkworm (Cormoran Strike #2),Mystery,5,23.05,23.05,3,Yes,f06039c29b5891fa,Médio,Excelente
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,5,55.55,55.55,3,Yes,91eb9605998a7c03,Caro,Excelente
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,4,58.64,58.64,3,Yes,322a9e34d87f54b1,Caro,Bom
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,1,23.21,23.21,3,Yes,366a236aa1ea6f07,Médio,Péssimo
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,3,42.57,42.57,3,Yes,1a5044d233936b1a,Caro,Regular
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,1,10.92,10.92,3,Yes,0e92ccf1bd39e68f,Barato,Péssimo
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,1,34.77,34.77,3,Yes,e2d47e82c50d41d9,Médio,Péssimo
The Red Tent,Historical Fiction,5,35.66,35.66,3,Yes,3c456328b04a8ee8,Médio,Excelente
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,3,37.19,37.19,3,Yes,0e7beedf0ee9380c,Médio,Regular
The Purest Hook (Second Circle Tattoos #3),Romance,1,12.25,12.25,3,Yes,969f6c7e86554814,Barato,Péssimo
The Picture of Dorian Gray,Classics,2,29.7,29.7,3,Yes,b9f6305a3d650e2c,Médio,Ruim
The Paris Wife,Default,3,36.8,36.8,3,Yes,fa26798728f5208f,Médio,Regular
The Obsession,Romance,1,45.43,45.43,3,Yes,ee441c8e027caa66,Caro,Péssimo
The Nightingale,Fiction,4,26.26,26.26,3,Yes,29d6d87f3418638b,Médio,Bom
The New Guy (and Other Senior Year Distractions),Young Adult,3,44.92,44.92,3,Yes,3e42ac0f4d43320f,Caro,Regular
The Nanny Diaries (Nanny #1),Womens Fiction,5,52.53,52.53,3,Yes,6263c1d2997b8ce0,Caro,Excelente
The Name of God is Mercy,Nonfiction,2,37.25,37.25,3,Yes,0baf71623648413a,Médio,Ruim
The Maze Runner (The Maze Runner #1),Default,1,20.93,20.93,3,Yes,4266f48a0aa1c37d,Médio,Péssimo
The Lover's Dictionary,Default,2,58.09,58.09,3,Yes,36c15687f5ab0f7c,Caro,Ruim
The Lonely Ones,Childrens,5,43.59,43.59,3,Yes,cf2f27fdf94ba20e,Caro,Excelente
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,3,33.92,33.92,3,Yes,70c7c3ca7f9b2728,Médio,Regular
The Last Painting of Sara de Vos,Historical Fiction,2,55.55,55.55,3,Yes,476c7972e9b41891,Caro,Ruim
"The Land of 10,000 Madonnas",Young Adult,4,29.64,29.64,3,Yes,35e69a79d2b1e804,Médio,Bom
The Infinities,Fiction,1,27.41,27.41,3,Yes,554e9e2d532b3a87,Médio,Péssimo
The Husband's Secret,Fiction,5,52.51,52.51,3,Yes,ff6bb30dd0c482a6,Caro,Excelente
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,3,47.8,47.8,3,Yes,a8b0ea6490bc818f,Caro,Regular
The Guns of August,History,2,14.54,14.54,3,Yes,b5da59dd177eb36b,Barato,Ruim
The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,1,49.53,49.53,3,Yes,4a0a276409968a73,Caro,Péssimo
The Goldfinch,Default,3,43.58,43.58,3,Yes,c88422d8959260ab,Caro,Regular
The Giver (The Giver Quartet #1),Default,1,12.3,12.3,3,Yes,e2dac1f4739e0bd5,Barato,Péssimo
The Girl with All the Gifts,Horror,3,49.47,49.47,3,Yes,92dcc54a27107a37,Caro,Regular
The Girl Who Played with Fire (Millennium Trilogy #2),Default,2,22.14,22.14,3,Yes,bfa9cb304075d3e8,Médio,Ruim
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,1,57.48,57.48,3,Yes,8f5d16a5a9bd58b2,Caro,Péssimo
The Exiled,Mystery,3,43.45,43.45,3,Yes,dd003e904727281a,Caro,Regular
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,4,22.13,22.13,3,Yes,b3f2bc2cefb35f05,Médio,Bom
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,4,13.03,13.03,3,Yes,c6bf14cb901c63ac,Barato,Bom
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,5,57.35,57.35,3,Yes,63c0826ef59eae66,Caro,Excelente
The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,1,44.29,44.29,3,Yes,a6ab0cb7106a67f2,Caro,Péssimo
The Demon-Haunted World: Science as a Candle in the Dark,Default,4,52.25,52.25,3,Yes,f51062bf579507d9,Caro,Bom
The Day the Crayons Came Home (Crayons),Childrens,5,26.33,26.33,3,Yes,b22362b434e8ee62,Médio,Excelente
The Da Vinci Code (Robert Langdon #2),Fiction,2,22.96,22.96,3,Yes,dabf11918b48b40c,Médio,Ruim
The Cuckoo's Calling (Cormoran Strike #1),Mystery,1,19.21,19.21,3,Yes,1be6d3b121865edb,Barato,Péssimo
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,4,26.78,26.78,3,Yes,cad70d6ffd53912f,Médio,Bom
The Complete Poems,Add a comment,5,41.32,41.32,3,Yes,23707d3ddf14a999,Caro,Excelente
The Catcher in the Rye,Add a comment,1,24.55,24.55,3,Yes,487449f4f6322f0f,Médio,Péssimo
The Cat in the Hat (Beginner Books B-1),Childrens,2,16.26,16.26,3,Yes,b7f475238ed50429,Barato,Ruim
The Case for Christ (Cases for Christianity),Add a comment,1,47.84,47.84,3,Yes,970bd3316219e7dc,Caro,Péssimo
The Book Thief,Default,2,53.49,53.49,3,Yes,a75e274c8814b539,Caro,Ruim
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,5,44.84,44.84,3,Yes,08decd9664e5d56e,Caro,Excelente
The Blind Side: Evolution of a Game,Add a comment,5,53.71,53.71,3,Yes,cd3dcd83bb002e78,Caro,Excelente
The Autobiography of Malcolm X,Default,2,23.43,23.43,3,Yes,b04a6a0db525857d,Médio,Ruim
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,3,34.32,34.32,3,Yes,311634df10651e05,Médio,Regular
The Art of Fielding,Fiction,1,22.1,22.1,3,Yes,2858ac90c4758e1f,Médio,Péssimo
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,2,25.83,25.83,3,Yes,61002f3b7ba5d780,Médio,Ruim
Stiff: The Curious Lives of Human Cadavers,Nonfiction,3,36.74,36.74,3,Yes,a11ae5f07572ef49,Médio,Regular
Spilled Milk: Based on a True Story,Nonfiction,1,49.51,49.51,3,Yes,f08667e4c0458f37,Caro,Péssimo
Something Borrowed (Darcy & Rachel #1),Womens Fiction,5,48.96,48.96,3,Yes,ac27ab4bcd9c492e,Caro,Excelente
Something Blue (Darcy & Rachel #2),Womens Fiction,1,54.62,54.62,3,Yes,3fc9d51d1c4d6ba7,Caro,Péssimo
Soldier (Talon #3),Fantasy,2,24.72,24.72,3,Yes,feaaae90514eb2ac,Médio,Ruim
Shopaholic & Baby (Shopaholic #5),Default,2,46.45,46.45,3,Yes,c57d3c96af23c297,Caro,Ruim
Seven Days in the Art World,Add a comment,2,52.33,52.33,3,Yes,07806456878931bc,Caro,Ruim
Seven Brief Lessons on Physics,Science,4,30.6,30.6,3,Yes,281a244ce1954711,Médio,Bom
Scarlet (The Lunar Chronicles #2),Young Adult,4,14.57,14.57,3,Yes,510832818edb6fbc,Barato,Bom
Sarah's Key,Add a comment,1,46.29,46.29,3,Yes,5b2cd5b31a510848,Caro,Péssimo
"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,5,21.57,21.57,3,Yes,7b870bf85d01c2dc,Médio,Excelente
Running with Scissors,Autobiography,4,12.91,12.91,3,Yes,28921443f052bea6,Barato,Bom
Rogue Lawyer (Rogue Lawyer #1),Add a comment,3,50.11,50.11,3,Yes,b4f5672f68ec3a83,Caro,Regular
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,4,41.67,41.67,3,Yes,89cad3f37c9ce226,Caro,Bom
Rework,Business,2,44.88,44.88,3,Yes,8e9dd8431170c09e,Caro,Ruim
Reservations for Two,Romance,3,11.1,11.1,3,Yes,ecdf73ee66c33b17,Barato,Regular
Red: The True Story of Red Riding Hood,Childrens,3,28.54,28.54,3,Yes,4c8ece50736f9e88,Médio,Regular
Ready Player One,Science Fiction,4,19.07,19.07,3,Yes,2ef5dc7e278e562a,Barato,Bom
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,1,43.55,43.55,3,Yes,3c565df219ba3274,Caro,Péssimo
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,3,43.63,43.63,3,Yes,9707989a439757b4,Caro,Regular
Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,1,39.13,39.13,3,Yes,cb62418129b864a3,Médio,Péssimo
Packing for Mars: The Curious Science of Life in the Void,Default,2,56.68,56.68,3,Yes,8e2dfd6bcf48e1e6,Caro,Ruim
Outliers: The Story of Success,Nonfiction,1,14.16,14.16,3,Yes,09a7b0b566ad6225,Barato,Péssimo
Original Fake,Sequential Art,3,31.45,31.45,3,Yes,c59283b05905c853,Médio,Regular
Orange Is the New Black,Default,2,24.61,24.61,3,Yes,8378c899988905ee,Médio,Ruim
One for the Money (Stephanie Plum #1),Default,2,32.87,32.87,3,Yes,3250650a5c4e6f07,Médio,Ruim
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,1,40.17,40.17,3,Yes,cb65e49993db9a93,Caro,Péssimo
Night (The Night Trilogy #1),Nonfiction,1,13.51,13.51,3,Yes,c4d9fce9eff3b8ba,Barato,Péssimo
Neither Here nor There: Travels in Europe,Travel,3,38.95,38.95,3,Yes,747cf7fca2ccdbd4,Médio,Regular
Naked,Humor,3,31.69,31.69,3,Yes,54aeeb4610d3ae08,Médio,Regular
Morning Star (Red Rising #3),Default,1,29.4,29.4,3,Yes,7ce5a92baabb6bc0,Médio,Péssimo
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,1,57.83,57.83,3,Yes,7980fa06f2b704d8,Caro,Péssimo
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,2,55.46,55.46,3,Yes,e9056f9b5a40a301,Caro,Ruim
Me Talk Pretty One Day,Autobiography,2,57.6,57.6,3,Yes,abc4a7ee16c21088,Caro,Ruim
Manuscript Found in Accra,Add a comment,2,34.98,34.98,3,Yes,546da23278482b0a,Médio,Ruim
Lust & Wonder,Autobiography,2,11.87,11.87,3,Yes,0dcadb06206abd3c,Barato,Ruim
Lila (Gilead #3),Fiction,3,12.47,12.47,3,Yes,4ef75307fb64e2ad,Barato,Regular
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,2,33.26,33.26,3,Yes,4b3f4f151c99f472,Médio,Ruim
Life Without a Recipe,Autobiography,5,59.04,59.04,3,Yes,c53d9fefcda371e9,Caro,Excelente
Life After Life,Default,2,26.13,26.13,3,Yes,4ec53ff7e2263f32,Médio,Ruim
Letter to a Christian Nation,Nonfiction,1,22.2,22.2,3,Yes,1de75f05d57bfc10,Médio,Péssimo
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,1,45.11,45.11,3,Yes,1246e4ffeb5ac4ea,Caro,Péssimo
Legend (Legend #1),Young Adult,4,43.69,43.69,3,Yes,0ce8075fab4a2b5b,Caro,Bom
"Lean In: Women, Work, and the Will to Lead",Default,1,25.02,25.02,3,Yes,d5e1a9bfe22bbf9f,Médio,Péssimo
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,5,55.5,55.5,3,Yes,190fbebbf798c31a,Caro,Excelente
Lady Renegades (Rebel Belle #3),Young Adult,5,53.04,53.04,3,Yes,16e843e6b853cc2f,Caro,Excelente
Jurassic Park (Jurassic Park #1),Fiction,1,44.97,44.97,3,Yes,a0dd11f6abc421ec,Caro,Péssimo
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,1,42.38,42.38,3,Yes,d4a29356fc992879,Caro,Péssimo
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,3,20.11,20.11,3,Yes,034829ffdd0a0aea,Médio,Regular
Into the Wild,Nonfiction,5,56.7,56.7,3,Yes,a7c3f1010d64799a,Caro,Excelente
Inferno (Robert Langdon #4),Fiction,5,41.0,41.0,3,Yes,6c4646d90b60a56c,Caro,Excelente
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,3,28.85,28.85,3,Yes,d8292cd5f1aca291,Médio,Regular
If I Run (If I Run #1),Christian Fiction,4,49.97,49.97,3,Yes,61569d12d4ae7161,Caro,Bom
I've Got Your Number,Womens Fiction,1,19.69,19.69,3,Yes,6b32b561dab8036c,Barato,Péssimo
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,2,28.88,28.88,3,Yes,8010c7c148057fd3,Médio,Ruim
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,3,33.14,33.14,3,Yes,6c4d17a46cac8787,Médio,Regular
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,2,43.7,43.7,3,Yes,1812b8f5641287e3,Caro,Ruim
House of Leaves,Horror,1,54.89,54.89,3,Yes,557c03c284be1bf2,Caro,Péssimo
Horrible Bear!,Childrens,2,37.52,37.52,3,Yes,cc1ac978a6835ef6,Médio,Ruim
Holidays on Ice,Humor,2,51.07,51.07,3,Yes,0cb4856be3694a57,Caro,Ruim
Heir to the Sky,Fantasy,4,44.07,44.07,3,Yes,b003f8bb02f76dc5,Caro,Bom
Green Eggs and Ham (Beginner Books B-16),Childrens,4,10.79,10.79,3,Yes,621e2c310cec8d32,Barato,Bom
"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,1,42.72,42.72,3,Yes,4f6985aca357ae09,Caro,Péssimo
Gratitude,Nonfiction,5,26.66,26.66,3,Yes,c300cc9326592b65,Médio,Excelente
Gone Girl,Default,5,37.6,37.6,3,Yes,d5c588b6f9c015e4,Médio,Excelente
Golden (Heart of Dread #3),Young Adult,4,42.21,42.21,3,Yes,984b3b6e7479b571,Caro,Bom
Girl in the Blue Coat,Historical Fiction,2,46.83,46.83,3,Yes,41fc5dce044f16f5,Caro,Ruim
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,2,45.17,45.17,3,Yes,d5f5a122a593b580,Caro,Ruim
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,3,51.22,51.22,3,Yes,a9aa3ed5b316470b,Caro,Regular
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,4,21.28,21.28,3,Yes,2ed3a794a70aa85f,Médio,Bom
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,5,15.36,15.36,3,Yes,ed813a848580ba50,Barato,Excelente
Fellside,Default,1,38.62,38.62,3,Yes,147019cae600694e,Médio,Péssimo
Extreme Prey (Lucas Davenport #26),Mystery,3,25.4,25.4,3,Yes,588ba85ff11a3263,Médio,Regular
Eragon (The Inheritance Cycle #1),Fantasy,3,43.87,43.87,3,Yes,b843f52a986a2914,Caro,Regular
Eclipse (Twilight #3),Default,1,18.74,18.74,3,Yes,73f71f9556442117,Barato,Péssimo
Dune (Dune #1),Science Fiction,1,54.86,54.86,3,Yes,36d5884d44484277,Caro,Péssimo
Dracula,Default,3,52.62,52.62,3,Yes,a7ec599c1a547746,Caro,Regular
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,1,51.48,51.48,3,Yes,98330e431e56a9ea,Caro,Péssimo
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,5,15.28,15.28,3,Yes,81372abc86f65c79,Barato,Excelente
Dead Wake: The Last Crossing of the Lusitania,Default,5,39.24,39.24,3,Yes,04d858cdeeee0da4,Médio,Excelente
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,1,17.81,17.81,3,Yes,d234ddecef49ef4e,Barato,Péssimo
Darkfever (Fever #1),Fantasy,1,56.02,56.02,3,Yes,468bd274ac084bb9,Caro,Péssimo
Dark Places,Default,5,23.9,23.9,3,Yes,66937c669c4da072,Médio,Excelente
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,5,49.13,49.13,3,Yes,c9782ad2a0ed9331,Caro,Excelente
Counting Thyme,Childrens,1,10.62,10.62,3,Yes,157f693d9e600ccc,Barato,Péssimo
Cosmos,Add a comment,2,36.17,36.17,3,Yes,dbe33cf29ef1623d,Médio,Ruim
Civilization and Its Discontents,Psychology,2,59.95,59.95,3,Yes,396385e3de5d18c3,Caro,Ruim
Cinder (The Lunar Chronicles #1),Young Adult,1,26.09,26.09,3,Yes,7e9579921e5407cb,Médio,Péssimo
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,2,37.35,37.35,3,Yes,ef49db2aaa9bb547,Médio,Ruim
Career of Evil (Cormoran Strike #3),Mystery,2,24.72,24.72,3,Yes,b461cf238506c5b8,Médio,Ruim
Breaking Dawn (Twilight #4),Default,5,35.28,35.28,3,Yes,bbfc4a3b7b6c94a0,Médio,Excelente
Brave Enough,Nonfiction,5,51.32,51.32,3,Yes,fd2337c1b73b686e,Caro,Excelente
Boy Meets Boy,Young Adult,3,21.12,21.12,3,Yes,8e0bc2fe4e7d35b5,Médio,Regular
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,2,27.35,27.35,3,Yes,e256de8aa0c2115f,Médio,Ruim
Blink: The Power of Thinking Without Thinking,Nonfiction,5,21.74,21.74,3,Yes,0bbc48294707ba96,Médio,Excelente
Black Flags: The Rise of ISIS,Nonfiction,1,40.87,40.87,3,Yes,860318b8e244f39c,Caro,Péssimo
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,1,49.31,49.31,3,Yes,15f415d436888b2d,Caro,Péssimo
Big Little Lies,Fiction,1,22.11,22.11,3,Yes,d3f9c4539c0caa64,Médio,Péssimo
Between Shades of Gray,Historical Fiction,5,20.79,20.79,3,Yes,155e42df837ee5ff,Médio,Excelente
Best of My Love (Fool's Gold #20),Romance,2,27.41,27.41,3,Yes,67dea6c75d6a1075,Médio,Ruim
Beowulf,Classics,2,38.35,38.35,3,Yes,3fb69f34e178d494,Médio,Ruim
Beautiful Creatures (Caster Chronicles #1),Default,5,21.55,21.55,3,Yes,5439bae708bca198,Médio,Excelente
Awkward,Sequential Art,2,38.02,38.02,3,Yes,1d89a2aa9f6ce50f,Médio,Ruim
Ash,Fantasy,4,22.06,22.06,3,Yes,5d22e2a46604b6e7,Médio,Bom
Are We There Yet?,Childrens,3,10.66,10.66,3,Yes,ef9c4f2465513956,Barato,Regular
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,1,56.58,56.58,3,Yes,da0349a87c8caa2f,Caro,Péssimo
Annie on My Mind,Young Adult,5,36.83,36.83,3,Yes,7bf87402413c27ff,Médio,Excelente
And Then There Were None,Classics,2,35.01,35.01,3,Yes,cfe350b20d23b02b,Médio,Ruim
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,4,30.48,30.48,3,Yes,bcee4f289ff6699c,Médio,Bom
A Visit from the Goon Squad,Default,5,14.08,14.08,3,Yes,5dbd6ec4e154ad2f,Barato,Excelente
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,2,31.22,31.22,3,Yes,87beabf664115d79,Médio,Ruim
A Heartbreaking Work of Staggering Genius,Autobiography,5,54.29,54.29,3,Yes,c9770bb1d5a492a0,Caro,Excelente
8 Keys to Mental Health Through Exercise,Psychology,1,31.04,31.04,3,Yes,f5873c8fc7760000,Médio,Péssimo
#GIRLBOSS,Add a comment,1,50.96,50.96,3,Yes,165affa7adb5eded,Caro,Péssimo
"The Suffragettes (Little Black Classics, #96)",Nonfiction,2,11.89,11.89,2,Yes,d2185b65af52d68c,Barato,Ruim
The Sense of an Ending,Add a comment,3,31.38,31.38,2,Yes,4130678275eb7c8c,Médio,Regular
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,1,54.81,54.81,2,Yes,276dc716b1da8899,Caro,Péssimo
The Course of Love,Fiction,3,16.78,16.78,2,Yes,f3c76b53b239f511,Barato,Regular
Sugar Rush (Offensive Line #2),Sports and Games,1,24.42,24.42,2,Yes,ce42e3de94226b2b,Médio,Péssimo
"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,3,11.75,11.75,2,Yes,9189fd009df41d0e,Barato,Regular
"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,1,20.02,20.02,2,Yes,b0e479be03911916,Médio,Péssimo
New Moon (Twilight #2),Young Adult,4,12.86,12.86,2,Yes,6fa3ea52c8e31e06,Barato,Bom
Life,Music,5,31.58,31.58,2,Yes,637e5a45062aa548,Médio,Excelente
Kindle Paperwhite User's Guide,Nonfiction,3,34.0,34.0,2,Yes,fb495f9f9015a772,Médio,Regular
H is for Hawk,Nonfiction,5,57.42,57.42,2,Yes,b6d3f4f4ee1f6069,Caro,Excelente
Girl Online On Tour (Girl Online #2),Young Adult,1,53.47,53.47,2,Yes,97b8f130d32e9f4e,Caro,Péssimo
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,5,11.64,11.64,2,Yes,c0db71f6bb14db11,Barato,Excelente
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,4,52.88,52.88,2,Yes,d7b463918d3b8c39,Caro,Bom
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,4,18.51,18.51,1,Yes,09d26b5f819c6a36,Barato,Bom
While You Were Mine,Historical Fiction,5,41.32,41.32,1,Yes,8ceb5c6aed2c5f8b,Caro,Excelente
Where Lightning Strikes (Bleeding Stars #3),Romance,3,39.77,39.77,1,Yes,def389ddfda6991b,Médio,Regular
When I'm Gone,Fiction,3,51.96,51.96,1,Yes,c5f91eb481427dc5,Caro,Regular
Ways of Seeing,Art,5,39.51,39.51,1,Yes,66a4e422b212726a,Médio,Excelente
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,1,15.4,15.4,1,Yes,e7e87087b1a44711,Barato,Péssimo
Vampire Girl (Vampire Girl #1),Fantasy,2,53.82,53.82,1,Yes,dab5e75d1339706a,Caro,Ruim
